empty, 0, empty, empty
ab̄cd̄ + ab̄cd + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c + abc̄, ab̄c + abc̄, ac̄d̄ + ab̄c
ab̄cd̄ + ab̄cd + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + ab̄cd + abc̄d̄, ac̄d̄ + acd + ab̄d̄ + ab̄c + abc̄, empty, empty
ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + ab̄c, empty
ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd̄ + ab̄cd + abc̄d̄, ad̄ + ab̄c + abc̄, ab̄c + abc̄, ad̄ + ab̄c
ab̄cd̄ + ab̄cd + abc̄d̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd̄ + ab̄cd + abc̄d̄, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd̄ + ab̄cd, ab̄d̄ + ab̄c, ab̄c, empty
ab̄cd̄ + ab̄cd + abcd, acd + ab̄d̄ + ab̄c, acd + ab̄c, acd + ab̄d̄
ab̄cd̄ + ab̄cd, acd + ab̄d̄ + ab̄c, ab̄c, acd + ab̄d̄
ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd̄ + ab̄cd + abcd̄ + abcd, ad̄ + ac, ac, empty
ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ac, ac, empty
ab̄cd̄ + ab̄cd, ad̄ + ab̄c, ab̄c, empty
ab̄cd̄ + ab̄cd + abcd, ad̄ + ac, ac, empty
ab̄cd̄ + ab̄cd, ad̄ + ac, ac, empty
ab̄cd̄ + ab̄cd + abc̄d, ab̄d̄ + ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd̄ + ab̄cd + abc̄d + abcd, acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + ab̄cd + abc̄d, acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + ab̄cd + abc̄d + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + ab̄c + abc̄, empty
ab̄cd̄ + ab̄cd + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, empty
ab̄cd̄ + ab̄cd + abc̄d + abcd̄, ad̄ + ac + ab, ac + ab, empty
ab̄cd̄ + ab̄cd + abc̄d, ad̄ + ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd̄ + ab̄cd + abc̄d + abcd, ad̄ + ac + ab, ac + ab, empty
ab̄cd̄ + ab̄cd + abc̄d, ad̄ + ac + ab, ac + ab, empty
ab̄cd̄ + ab̄cd, ab̄d̄ + ab̄c, ab̄c, empty
ab̄cd̄ + ab̄cd + abcd, acd + ab̄d̄ + ab̄c + abd, empty, empty
ab̄cd̄ + ab̄cd, acd + ab̄d̄ + ab̄c, ab̄c, acd + ab̄d̄
ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd̄ + ab̄cd + abcd̄ + abcd, ad̄ + ac + ab, ac, empty
ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ac + ab, ac, empty
ab̄cd̄ + ab̄cd, ad̄ + ab̄c, ab̄c, empty
ab̄cd̄ + ab̄cd + abcd, ad̄ + ac + ab, ac, empty
ab̄cd̄ + ab̄cd, ad̄ + ac, ac, empty
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd, acd + ab̄d̄ + ab̄c, acd + ab̄c, acd + ab̄d̄
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd̄, acd̄ + ab̄d̄ + ab̄c, acd̄, empty
ab̄cd̄ + abcd̄ + abcd, ac + ab̄d̄, ac, empty
ab̄cd̄ + abcd̄, ac + ab̄d̄, ac, empty
ab̄cd̄, acd̄ + ab̄d̄ + ab̄c, empty, empty
ab̄cd̄ + abcd, ac + ab̄d̄, ac, empty
ab̄cd̄, ac + ab̄d̄, ab̄d̄, ac
ab̄cd̄ + abc̄d, ab̄d̄ + ab̄c + abc̄d, ab̄c + abc̄d, ab̄d̄ + abc̄d
ab̄cd̄ + abc̄d + abcd, acd + ab̄d̄ + ab̄c + abd, ab̄c + abd, ab̄d̄ + abd
ab̄cd̄ + abc̄d, ab̄d̄ + ab̄c + abd, ab̄c + abd, ab̄d̄ + abd
ab̄cd̄ + abc̄d + abcd̄, acd̄ + ab̄d̄ + ab̄c + abc̄d, acd̄ + abc̄d, empty
ab̄cd̄ + abc̄d + abcd̄ + abcd, ac + ab̄d̄ + abd, ac + abd, empty
ab̄cd̄ + abc̄d + abcd̄, ac + ab̄d̄ + abd, ac + abd, empty
ab̄cd̄ + abc̄d, acd̄ + ab̄d̄ + ab̄c + abc̄d, empty, empty
ab̄cd̄ + abc̄d + abcd, ac + ab̄d̄ + abd, ab̄d̄ + abd, ac + abd
ab̄cd̄ + abc̄d, ac + ab̄d̄ + abd, ab̄d̄ + abd, ac + abd
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd, acd + ab̄d̄ + ab̄c + abd, empty, empty
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd̄, acd̄ + ab̄d̄ + ab̄c, acd̄, empty
ab̄cd̄ + abcd̄ + abcd, ac + ab̄d̄ + abd, ac, empty
ab̄cd̄ + abcd̄, ac + ab̄d̄, ac, empty
ab̄cd̄, acd̄ + ab̄d̄ + ab̄c, empty, empty
ab̄cd̄ + abcd, ac + ab̄d̄ + abd, ab̄d̄ + abd, ac
ab̄cd̄, ac + ab̄d̄, ab̄d̄, ac
ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c, ac̄d̄ + ab̄c, ac̄d̄ + ab̄d̄
ab̄cd̄ + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄d̄ + ab̄c, ac̄d̄ + acd + ab̄c, ac̄d̄ + acd + ab̄d̄
ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c, ac̄d̄ + ab̄c, ac̄d̄ + ab̄d̄
ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ab̄c, ad̄, empty
ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, ad̄ + ac, ad̄ + ac, empty
ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ac, ad̄, empty
ab̄cd̄ + abc̄d̄, ad̄ + ab̄c, ad̄, empty
ab̄cd̄ + abc̄d̄ + abcd, ad̄ + ac, ad̄ + ac, empty
ab̄cd̄ + abc̄d̄, ad̄ + ac, ad̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d, ac̄d̄ + ab̄d̄ + ab̄c + abc̄, ab̄c + abc̄, ab̄d̄ + abc̄
ab̄cd̄ + abc̄d̄ + abc̄d + abcd, ac̄d̄ + acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + abc̄d̄ + abc̄d, ac̄d̄ + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + abc̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d̄ + abc̄d, ad̄ + ab̄c + abc̄, ab̄c + abc̄, ad̄ + abc̄
ab̄cd̄ + abc̄d̄ + abc̄d + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d̄ + abc̄d, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c + abc̄, empty, empty
ab̄cd̄ + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c + abc̄, empty, empty
ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ab̄c + abc̄, ad̄, empty
ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, ad̄ + ac + ab, empty, empty
ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ac + ab, ac + ab, ad̄
ab̄cd̄ + abc̄d̄, ad̄ + ab̄c + abc̄, ab̄c + abc̄, ad̄
ab̄cd̄ + abc̄d̄ + abcd, ad̄ + ac + ab, empty, empty
ab̄cd̄ + abc̄d̄, ad̄ + ac + ab, ac + ab, ad̄
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd, acd + ab̄d̄ + ab̄c, acd + ab̄c, acd + ab̄d̄
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd̄, ad̄ + ab̄c, ad̄, empty
ab̄cd̄ + abcd̄ + abcd, ad̄ + ac, ac, empty
ab̄cd̄ + abcd̄, ad̄ + ac, ac, ad̄
ab̄cd̄, ad̄ + ab̄c, ab̄c, ad̄
ab̄cd̄ + abcd, ad̄ + ac, ac, empty
ab̄cd̄, ad̄ + ac, ac, ad̄
ab̄cd̄ + abc̄d, ab̄d̄ + ab̄c + abc̄, ab̄c + abc̄, ab̄d̄ + abc̄
ab̄cd̄ + abc̄d + abcd, acd + ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + abc̄d, ab̄d̄ + ab̄c + abd + abc̄, empty, empty
ab̄cd̄ + abc̄d + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + abc̄, empty
ab̄cd̄ + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d + abcd̄, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d, ad̄ + ab̄c + abc̄, ab̄c + abc̄, ad̄ + abc̄
ab̄cd̄ + abc̄d + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄ + abc̄d, ad̄ + ac + ab, ac + ab, ad̄ + ab
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd, acd + ab̄d̄ + ab̄c + abd, empty, empty
ab̄cd̄, ab̄d̄ + ab̄c, ab̄c, ab̄d̄
ab̄cd̄ + abcd̄, ad̄ + ab̄c, ad̄, empty
ab̄cd̄ + abcd̄ + abcd, ad̄ + ac + ab, ac, ad̄ + ab
ab̄cd̄ + abcd̄, ad̄ + ac + ab, ac, ad̄
ab̄cd̄, ad̄ + ab̄c, ab̄c, ad̄
ab̄cd̄ + abcd, ad̄ + ac + ab, ac, ad̄ + ab
ab̄cd̄, ad̄ + ac, ac, ad̄
empty, empty, empty, empty
abcd, abcd, abcd, empty
empty, empty, empty, empty
abcd̄, acd̄, acd̄, empty
abcd̄ + abcd, acd̄ + abc, abc, empty
abcd̄, acd̄ + abc, abc, acd̄
empty, empty, empty, empty
abcd, abc, abc, empty
empty, empty, empty, empty
abc̄d, abc̄d, abc̄d, empty
abc̄d + abcd, abd, abd, empty
abc̄d, abd, abd, empty
abc̄d + abcd̄, acd̄ + abc̄d, acd̄ + abc̄d, empty
abc̄d + abcd̄ + abcd, acd̄ + abd + abc, abd + abc, acd̄ + abd
abc̄d + abcd̄, acd̄ + abd + abc, abd + abc, acd̄ + abd
abc̄d, abc̄d, abc̄d, empty
abc̄d + abcd, abd + abc, abd, empty
abc̄d, abd, abd, empty
empty, empty, empty, empty
abcd, abd, abd, empty
empty, empty, empty, empty
abcd̄, acd̄, acd̄, empty
abcd̄ + abcd, acd̄ + abd + abc, abc, acd̄ + abd
abcd̄, acd̄ + abc, abc, acd̄
empty, empty, empty, empty
abcd, abd + abc, abc, abd
empty, empty, empty, empty
abc̄d̄, ac̄d̄, ac̄d̄, empty
abc̄d̄ + abcd, ac̄d̄ + abcd, ac̄d̄ + abcd, empty
abc̄d̄, ac̄d̄, ac̄d̄, empty
abc̄d̄ + abcd̄, ad̄, ad̄, empty
abc̄d̄ + abcd̄ + abcd, ad̄ + abc, ad̄ + abc, empty
abc̄d̄ + abcd̄, ad̄ + abc, ad̄, empty
abc̄d̄, ad̄, ad̄, empty
abc̄d̄ + abcd, ad̄ + abc, ad̄ + abc, empty
abc̄d̄, ad̄, ad̄, empty
abc̄d̄ + abc̄d, ac̄d̄ + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ac̄d̄ + abd + abc̄, abd + abc̄, ac̄d̄ + abd
abc̄d̄ + abc̄d, ac̄d̄ + abd + abc̄, abc̄, ac̄d̄ + abd
abc̄d̄ + abc̄d + abcd̄, ad̄ + abc̄, ad̄ + abc̄, empty
abc̄d̄ + abc̄d + abcd̄ + abcd, ad̄ + ab, ab, empty
abc̄d̄ + abc̄d + abcd̄, ad̄ + ab, ab, empty
abc̄d̄ + abc̄d, ad̄ + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ad̄ + ab, ab, empty
abc̄d̄ + abc̄d, ad̄ + ab, ab, empty
abc̄d̄, ac̄d̄ + abc̄, abc̄, ac̄d̄
abc̄d̄ + abcd, ac̄d̄ + abd + abc̄, abd + abc̄, ac̄d̄ + abd
abc̄d̄, ac̄d̄ + abc̄, abc̄, ac̄d̄
abc̄d̄ + abcd̄, ad̄ + abc̄, ad̄, empty
abc̄d̄ + abcd̄ + abcd, ad̄ + ab, ab, empty
abc̄d̄ + abcd̄, ad̄ + ab, ab, ad̄
abc̄d̄, ad̄ + abc̄, abc̄, ad̄
abc̄d̄ + abcd, ad̄ + ab, ab, empty
abc̄d̄, ad̄ + ab, ab, ad̄
empty, empty, empty, empty
abcd, abcd, abcd, empty
empty, empty, empty, empty
abcd̄, ad̄, ad̄, empty
abcd̄ + abcd, ad̄ + abc, abc, empty
abcd̄, ad̄ + abc, abc, ad̄
empty, empty, empty, empty
abcd, abc, abc, empty
empty, empty, empty, empty
abc̄d, abc̄, abc̄, empty
abc̄d + abcd, abd + abc̄, abd, empty
abc̄d, abd + abc̄, abc̄, abd
abc̄d + abcd̄, ad̄ + abc̄, ad̄ + abc̄, empty
abc̄d + abcd̄ + abcd, ad̄ + ab, ab, empty
abc̄d + abcd̄, ad̄ + ab, ab, empty
abc̄d, abc̄, abc̄, empty
abc̄d + abcd, ab, ab, empty
abc̄d, ab, ab, empty
empty, empty, empty, empty
abcd, abd, abd, empty
empty, empty, empty, empty
abcd̄, ad̄, ad̄, empty
abcd̄ + abcd, ad̄ + ab, ab, empty
abcd̄, ad̄ + ab, ab, ad̄
empty, empty, empty, empty
abcd, ab, ab, empty
empty, empty, empty, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, acd + ab̄c, acd, empty
ab̄cd, acd + ab̄c, ab̄c, acd
ab̄cd + abcd̄, acd̄ + ab̄c, acd̄ + ab̄c, empty
ab̄cd + abcd̄ + abcd, ac, ac, empty
ab̄cd + abcd̄, ac, ac, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, ac, ac, empty
ab̄cd, ac, ac, empty
ab̄cd + abc̄d, ab̄c + abc̄d, ab̄c + abc̄d, empty
ab̄cd + abc̄d + abcd, acd + ab̄c + abd, ab̄c + abd, acd + abd
ab̄cd + abc̄d, acd + ab̄c + abd, ab̄c + abd, acd + abd
ab̄cd + abc̄d + abcd̄, acd̄ + ab̄c + abc̄d, acd̄ + ab̄c + abc̄d, empty
ab̄cd + abc̄d + abcd̄ + abcd, ac + abd, ac + abd, empty
ab̄cd + abc̄d + abcd̄, ac + abd, ac + abd, empty
ab̄cd + abc̄d, ab̄c + abc̄d, ab̄c + abc̄d, empty
ab̄cd + abc̄d + abcd, ac + abd, ac + abd, empty
ab̄cd + abc̄d, ac + abd, ac + abd, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, acd + ab̄c + abd, ab̄c + abd, acd
ab̄cd, acd + ab̄c, ab̄c, acd
ab̄cd + abcd̄, acd̄ + ab̄c, acd̄ + ab̄c, empty
ab̄cd + abcd̄ + abcd, ac + abd, ac, empty
ab̄cd + abcd̄, ac, ac, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, ac + abd, ac, empty
ab̄cd, ac, ac, empty
ab̄cd + abc̄d̄, ac̄d̄ + ab̄c, ac̄d̄ + ab̄c, empty
ab̄cd + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄c, ac̄d̄ + acd, empty
ab̄cd + abc̄d̄, ac̄d̄ + acd + ab̄c, ac̄d̄ + ab̄c, ac̄d̄ + acd
ab̄cd + abc̄d̄ + abcd̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd + abc̄d̄ + abcd̄ + abcd, ad̄ + ac, ad̄ + ac, empty
ab̄cd + abc̄d̄ + abcd̄, ad̄ + ac, ad̄ + ac, empty
ab̄cd + abc̄d̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd + abc̄d̄ + abcd, ad̄ + ac, ad̄ + ac, empty
ab̄cd + abc̄d̄, ad̄ + ac, ad̄ + ac, empty
ab̄cd + abc̄d̄ + abc̄d, ac̄d̄ + ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d + abcd, ac̄d̄ + acd + ab̄c + abd + abc̄, empty, empty
ab̄cd + abc̄d̄ + abc̄d, ac̄d̄ + acd + ab̄c + abd + abc̄, empty, empty
ab̄cd + abc̄d̄ + abc̄d + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + ab̄c + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d̄ + abc̄d, ad̄ + ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d + abcd, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d̄ + abc̄d, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d̄, ac̄d̄ + ab̄c + abc̄, ab̄c + abc̄, ac̄d̄ + ab̄c
ab̄cd + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄c + abd + abc̄, empty, empty
ab̄cd + abc̄d̄, ac̄d̄ + acd + ab̄c + abc̄, empty, empty
ab̄cd + abc̄d̄ + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + ab̄c, empty
ab̄cd + abc̄d̄ + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd + abc̄d̄ + abcd̄, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd + abc̄d̄, ad̄ + ab̄c + abc̄, ab̄c + abc̄, ad̄ + ab̄c
ab̄cd + abc̄d̄ + abcd, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd + abc̄d̄, ad̄ + ac + ab, ac + ab, ad̄ + ac
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, acd + ab̄c, acd, empty
ab̄cd, acd + ab̄c, ab̄c, acd
ab̄cd + abcd̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd + abcd̄ + abcd, ad̄ + ac, ac, empty
ab̄cd + abcd̄, ad̄ + ac, ac, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, ac, ac, empty
ab̄cd, ac, ac, empty
ab̄cd + abc̄d, ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd + abc̄d + abcd, acd + ab̄c + abd + abc̄, empty, empty
ab̄cd + abc̄d, acd + ab̄c + abd + abc̄, empty, empty
ab̄cd + abc̄d + abcd̄, ad̄ + ab̄c + abc̄, ad̄ + ab̄c + abc̄, empty
ab̄cd + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d + abcd̄, ad̄ + ac + ab, ac + ab, empty
ab̄cd + abc̄d, ab̄c + abc̄, ab̄c + abc̄, empty
ab̄cd + abc̄d + abcd, ac + ab, ac + ab, empty
ab̄cd + abc̄d, ac + ab, ac + ab, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, acd + ab̄c + abd, ab̄c + abd, acd
ab̄cd, acd + ab̄c, ab̄c, acd
ab̄cd + abcd̄, ad̄ + ab̄c, ad̄ + ab̄c, empty
ab̄cd + abcd̄ + abcd, ad̄ + ac + ab, ac, empty
ab̄cd + abcd̄, ad̄ + ac + ab, ac, empty
ab̄cd, ab̄c, ab̄c, empty
ab̄cd + abcd, ac + ab, ac, empty
ab̄cd, ac, ac, empty
empty, empty, empty, empty
abcd, acd, acd, empty
empty, empty, empty, empty
abcd̄, acd̄, acd̄, empty
abcd̄ + abcd, ac, ac, empty
abcd̄, ac, ac, empty
empty, empty, empty, empty
abcd, ac, ac, empty
empty, empty, empty, empty
abc̄d, abc̄d, abc̄d, empty
abc̄d + abcd, acd + abd, abd, empty
abc̄d, abd, abd, empty
abc̄d + abcd̄, acd̄ + abc̄d, acd̄ + abc̄d, empty
abc̄d + abcd̄ + abcd, ac + abd, ac + abd, empty
abc̄d + abcd̄, ac + abd, ac + abd, empty
abc̄d, abc̄d, abc̄d, empty
abc̄d + abcd, ac + abd, abd, empty
abc̄d, abd, abd, empty
empty, empty, empty, empty
abcd, acd + abd, abd, acd
empty, empty, empty, empty
abcd̄, acd̄, acd̄, empty
abcd̄ + abcd, ac + abd, ac, empty
abcd̄, ac, ac, empty
empty, empty, empty, empty
abcd, ac + abd, abd, ac
empty, empty, empty, empty
abc̄d̄, ac̄d̄, ac̄d̄, empty
abc̄d̄ + abcd, ac̄d̄ + acd, ac̄d̄ + acd, empty
abc̄d̄, ac̄d̄, ac̄d̄, empty
abc̄d̄ + abcd̄, ad̄, ad̄, empty
abc̄d̄ + abcd̄ + abcd, ad̄ + ac, ad̄ + ac, empty
abc̄d̄ + abcd̄, ad̄ + ac, ad̄, empty
abc̄d̄, ad̄, ad̄, empty
abc̄d̄ + abcd, ad̄ + ac, ad̄ + ac, empty
abc̄d̄, ad̄, ad̄, empty
abc̄d̄ + abc̄d, ac̄d̄ + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ac̄d̄ + acd + abd + abc̄, empty, empty
abc̄d̄ + abc̄d, ac̄d̄ + abd + abc̄, abc̄, ac̄d̄ + abd
abc̄d̄ + abc̄d + abcd̄, ad̄ + abc̄, ad̄ + abc̄, empty
abc̄d̄ + abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ab, empty
abc̄d̄ + abc̄d + abcd̄, ad̄ + ac + ab, ab, empty
abc̄d̄ + abc̄d, ad̄ + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ad̄ + ac + ab, ab, empty
abc̄d̄ + abc̄d, ad̄ + ab, ab, empty
abc̄d̄, ac̄d̄ + abc̄, abc̄, ac̄d̄
abc̄d̄ + abcd, ac̄d̄ + acd + abd + abc̄, empty, empty
abc̄d̄, ac̄d̄ + abc̄, abc̄, ac̄d̄
abc̄d̄ + abcd̄, ad̄ + abc̄, ad̄, empty
abc̄d̄ + abcd̄ + abcd, ad̄ + ac + ab, ab, ad̄ + ac
abc̄d̄ + abcd̄, ad̄ + ac + ab, ab, ad̄
abc̄d̄, ad̄ + abc̄, abc̄, ad̄
abc̄d̄ + abcd, ad̄ + ac + ab, ab, ad̄ + ac
abc̄d̄, ad̄ + ab, ab, ad̄
empty, empty, empty, empty
abcd, acd, acd, empty
empty, empty, empty, empty
abcd̄, ad̄, ad̄, empty
abcd̄ + abcd, ad̄ + ac, ac, empty
abcd̄, ad̄ + ac, ac, ad̄
empty, empty, empty, empty
abcd, ac, ac, empty
empty, empty, empty, empty
abc̄d, abc̄, abc̄, empty
abc̄d + abcd, acd + abd + abc̄, abd, acd + abc̄
abc̄d, abd + abc̄, abc̄, abd
abc̄d + abcd̄, ad̄ + abc̄, ad̄ + abc̄, empty
abc̄d + abcd̄ + abcd, ad̄ + ac + ab, ab, empty
abc̄d + abcd̄, ad̄ + ac + ab, ab, empty
abc̄d, abc̄, abc̄, empty
abc̄d + abcd, ac + ab, ab, empty
abc̄d, ab, ab, empty
empty, empty, empty, empty
abcd, acd + abd, abd, acd
empty, empty, empty, empty
abcd̄, ad̄, ad̄, empty
abcd̄ + abcd, ad̄ + ac + ab, ab, ac
abcd̄, ad̄ + ac + ab, empty, empty
empty, empty, empty, empty
abcd, ac + ab, ab, ac
empty, empty, empty, empty
ab̄c̄d, ab̄c̄, ab̄c̄, empty
ab̄c̄d + abcd, ab̄c̄ + abcd, ab̄c̄ + abcd, empty
ab̄c̄d, ab̄c̄, ab̄c̄, empty
ab̄c̄d + abcd̄, ab̄c̄ + abcd̄, ab̄c̄ + abcd̄, empty
ab̄c̄d + abcd̄ + abcd, ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d + abcd̄, ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d, ab̄c̄, ab̄c̄, empty
ab̄c̄d + abcd, ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d, ab̄c̄, ab̄c̄, empty
ab̄c̄d + abc̄d, ac̄d + ab̄c̄, ac̄d, empty
ab̄c̄d + abc̄d + abcd, ac̄d + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d + abd
ab̄c̄d + abc̄d, ac̄d + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d
ab̄c̄d + abc̄d + abcd̄, ac̄d + ab̄c̄ + abcd̄, ac̄d + abcd̄, empty
ab̄c̄d + abc̄d + abcd̄ + abcd, ac̄d + ab̄c̄ + abd + abc, ab̄c̄ + abd + abc, ac̄d + abc
ab̄c̄d + abc̄d + abcd̄, ac̄d + ab̄c̄ + abd + abc, ab̄c̄ + abd + abc, ac̄d + abc
ab̄c̄d + abc̄d, ac̄d + ab̄c̄, ac̄d, empty
ab̄c̄d + abc̄d + abcd, ac̄d + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d + abc̄d, ac̄d + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d
ab̄c̄d, ac̄d + ab̄c̄, ab̄c̄, ac̄d
ab̄c̄d + abcd, ac̄d + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d + abd
ab̄c̄d, ac̄d + ab̄c̄, ab̄c̄, ac̄d
ab̄c̄d + abcd̄, ac̄d + ab̄c̄ + abcd̄, ab̄c̄ + abcd̄, ac̄d + abcd̄
ab̄c̄d + abcd̄ + abcd, ac̄d + ab̄c̄ + abd + abc, ab̄c̄ + abc, ac̄d + abc
ab̄c̄d + abcd̄, ac̄d + ab̄c̄ + abc, ab̄c̄ + abc, ac̄d + abc
ab̄c̄d, ac̄d + ab̄c̄, ab̄c̄, ac̄d
ab̄c̄d + abcd, ac̄d + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d, ac̄d + ab̄c̄, ab̄c̄, ac̄d
ab̄c̄d + abc̄d̄, ac̄d̄ + ab̄c̄, ac̄d̄ + ab̄c̄, empty
ab̄c̄d + abc̄d̄ + abcd, ac̄d̄ + ab̄c̄ + abcd, ac̄d̄ + ab̄c̄ + abcd, empty
ab̄c̄d + abc̄d̄, ac̄d̄ + ab̄c̄, ac̄d̄ + ab̄c̄, empty
